YEAR,TARGET_YEAR,OCC_CODE,OCC_TITLE,SOURCE_FILE,OCC_MAJOR,OCC_MINOR,TOT_EMP,EMP_PRSE,A_MEAN,MEAN_PRSE,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,LOG_TOT_EMP,LOG_A_MEAN,EMPLOYMENT_SHARE,NEXT_TOT_EMP,NEXT_A_MEAN,TARGET_LOG_TOT_EMP,TARGET_LOG_A_MEAN,DATA_SPLIT
2014,2015,49-9094,Locksmiths and Safe Repairers,converted_csv/oesm14nat/national_M2014_dl__national_dl.csv,49,49-90,17090,4.2,40620,1.0,23220,29600,38600,49850,61050,9.746307288148506,10.612040453245921,0.00012647254672490868,17800,41270,9.787009914477434,10.627915353129104,train_through_2022
2015,2016,49-9094,Locksmiths and Safe Repairers,converted_csv/oesm15nat/national_M2015_dl__national_dl.csv,49,49-90,17800,4.2,41270,1.1,22770,30130,39160,50870,61830,9.787009914477434,10.627915353129104,0.00012908214113043612,18640,42180,9.833118734869245,10.649725161670181,train_through_2022
2016,2017,49-9094,Locksmiths and Safe Repairers,converted_csv/oesm16nat/national_M2016_dl__national_dl.csv,49,49-90,18640,4.1,42180,1.2,22320,30430,40420,52310,62960,9.833118734869245,10.649725161670181,0.00013276358004401,17500,42730,9.770013301136158,10.662679931125757,train_through_2022
2017,2018,49-9094,Locksmiths and Safe Repairers,converted_csv/oesm17nat/national_M2017_dl__national_dl.csv,49,49-90,17500,4.3,42730,1.3,22940,30340,40680,53700,63860,9.770013301136158,10.662679931125757,0.00012276471756047564,16970,43740,9.739261284011265,10.68604115633796,train_through_2022
2018,2019,49-9094,Locksmiths and Safe Repairers,converted_csv/oesm18nat/national_M2018_dl__national_dl.csv,49,49-90,16970,4.2,43740,1.2,24270,30910,41450,55140,65870,9.739261284011265,10.68604115633796,0.00011725182721461203,17010,44460,9.741615472609583,10.702367679393,train_through_2022
2019,2020,49-9094,Locksmiths and Safe Repairers,converted_csv/oesm19nat/national_M2019_dl__national_M2019_dl.csv,49,49-90,17010,4.7,44460,1.2,25240,32160,41940,55630,67540,9.741615472609583,10.702367679393,0.00011581397239406136,16180,46240,9.691592993399809,10.741622129409992,train_through_2022
2020,2021,49-9094,Locksmiths and Safe Repairers,converted_csv/oesm20nat/national_M2020_dl__national_M2020_dl.csv,49,49-90,16180,6.1,46240,1.2,27080,33690,43690,57850,69170,9.691592993399809,10.741622129409992,0.00011632187917492561,15380,47810,9.64088826045181,10.775011017527744,train_through_2022
2021,2022,49-9094,Locksmiths and Safe Repairers,converted_csv/oesm21nat/national_M2021_dl__national_M2021_dl.csv,49,49-90,15380,2.2,47810,1.0,29330,36590,46910,59380,69790,9.64088826045181,10.775011017527744,0.00010916660946894704,15240,50210,9.63174444388585,10.823989405181747,train_through_2022
2022,2023,49-9094,Locksmiths and Safe Repairers,converted_csv/oesm22nat/national_M2022_dl__national_M2022_dl.csv,49,49-90,15240,1.4,50210,0.7,30710,36820,47400,60110,72830,9.63174444388585,10.823989405181747,0.00010305321521974272,14790,52130,9.60177416667137,10.861515060390364,holdout_2023_2024
2023,2024,49-9094,Locksmiths and Safe Repairers,converted_csv/oesm23nat/national_M2023_dl__national_M2023_dl.csv,49,49-90,14790,2.0,52130,0.7,31620,37950,48380,62070,76460,9.60177416667137,10.861515060390364,9.739671552460841e-05,15550,55200,9.651880224221337,10.918736348043124,holdout_2023_2024
2010,2011,49-9095,Manufactured Building and Mobile Home Installers,converted_csv/oesm10nat/national_M2010_dl__national_dl.csv,49,49-90,5760,11.8,30070,2.0,19090,23600,28760,35060,43510,8.658866349732383,10.311316531166229,4.531965938499334e-05,4320,30350,8.371242135931933,10.320584744874001,train_through_2022
2011,2012,49-9095,Manufactured Building and Mobile Home Installers,oesm11nat/national_M2011_dl.csv,49,49-90,4320,7.8,30350,2.3,18540,22560,28490,36350,45280,8.371242135931933,10.320584744874001,3.367666117731892e-05,3310,30160,8.105005537547246,10.314304978070902,train_through_2022
2012,2013,49-9095,Manufactured Building and Mobile Home Installers,converted_csv/oesm12nat/national_M2012_dl__national_dl.csv,49,49-90,3310,8.9,30160,2.1,18630,22150,28080,35830,45010,8.105005537547246,10.314304978070902,2.540529894668556e-05,3510,31210,8.163656176168432,10.348525875764018,train_through_2022
2013,2014,49-9095,Manufactured Building and Mobile Home Installers,converted_csv/oesm13nat/national_M2013_dl__national_dl.csv,49,49-90,3510,13.7,31210,3.9,18950,22640,28940,36380,47850,8.163656176168432,10.348525875764018,2.6472804284521555e-05,3280,31930,8.0959035329611,10.371332603727652,train_through_2022
2014,2015,49-9095,Manufactured Building and Mobile Home Installers,converted_csv/oesm14nat/national_M2014_dl__national_dl.csv,49,49-90,3280,10.6,31930,4.4,19050,23610,29600,36850,48360,8.0959035329611,10.371332603727652,2.4273256480848474e-05,3650,33150,8.202756381655638,10.408828161071545,train_through_2022
2015,2016,49-9095,Manufactured Building and Mobile Home Installers,converted_csv/oesm15nat/national_M2015_dl__national_dl.csv,49,49-90,3650,12.9,33150,7.0,19640,24190,30050,37830,53460,8.202756381655638,10.408828161071545,2.646909073742089e-05,3200,31030,8.071218539969863,10.342741983800368,train_through_2022
2016,2017,49-9095,Manufactured Building and Mobile Home Installers,converted_csv/oesm16nat/national_M2016_dl__national_dl.csv,49,49-90,3200,10.7,31030,1.6,20330,24720,29810,36180,43400,8.071218539969863,10.342741983800368,2.2792030908842917e-05,2750,31810,7.919719760924575,10.367567420904209,train_through_2022
2017,2018,49-9095,Manufactured Building and Mobile Home Installers,converted_csv/oesm17nat/national_M2017_dl__national_dl.csv,49,49-90,2750,9.5,31810,1.5,21490,25540,30960,37140,43800,7.919719760924575,10.367567420904209,1.9291598473789032e-05,2920,32910,7.979681302387741,10.401562227376685,train_through_2022
2018,2019,49-9095,Manufactured Building and Mobile Home Installers,converted_csv/oesm18nat/national_M2018_dl__national_dl.csv,49,49-90,2920,10.6,32910,1.7,22100,26010,32040,38490,45950,7.979681302387741,10.401562227376685,2.0175329137693997e-05,2810,34300,7.941295570906532,10.442929787247998,train_through_2022
2019,2020,49-9095,Manufactured Building and Mobile Home Installers,converted_csv/oesm19nat/national_M2019_dl__national_M2019_dl.csv,49,49-90,2810,10.8,34300,1.8,22610,27020,33890,40010,48120,7.941295570906532,10.442929787247998,1.913211419325764e-05,2900,36360,7.972810784121404,10.501252050663496,train_through_2022
2020,2021,49-9095,Manufactured Building and Mobile Home Installers,converted_csv/oesm20nat/national_M2020_dl__national_M2020_dl.csv,49,49-90,2900,10.1,36360,2.1,23330,27870,35120,42890,52200,7.972810784121404,10.501252050663496,2.0848791693898902e-05,3530,35830,8.169336395928386,10.486568719482518,train_through_2022
2021,2022,49-9095,Manufactured Building and Mobile Home Installers,converted_csv/oesm21nat/national_M2021_dl__national_M2021_dl.csv,49,49-90,3530,13.4,35830,2.0,25150,29180,36360,38750,47410,8.169336395928386,10.486568719482518,2.5055795281234266e-05,3630,38020,8.197263371414335,10.545893917642873,train_through_2022
2022,2023,49-9095,Manufactured Building and Mobile Home Installers,converted_csv/oesm22nat/national_M2022_dl__national_M2022_dl.csv,49,49-90,3630,11.6,38020,1.8,27350,30920,36820,42820,52800,8.197263371414335,10.545893917642873,2.454613984564738e-05,2910,39820,7.976251943745623,10.5921496903114,holdout_2023_2024
2023,2024,49-9095,Manufactured Building and Mobile Home Installers,converted_csv/oesm23nat/national_M2023_dl__national_M2023_dl.csv,49,49-90,2910,12.9,39820,2.1,26560,33860,38980,45650,54080,7.976251943745623,10.5921496903114,1.9163248287803277e-05,2610,42620,7.8674885686991285,10.660102368540187,holdout_2023_2024
2010,2011,49-9096,Riggers,converted_csv/oesm10nat/national_M2010_dl__national_dl.csv,49,49-90,13660,5.0,44440,1.4,25230,32460,42780,55230,66490,9.522300336887486,10.70191774575062,0.00010747683111093906,13750,44480,9.528866827722945,10.702817410686135,train_through_2022
2011,2012,49-9096,Riggers,oesm11nat/national_M2011_dl.csv,49,49-90,13750,5.2,44480,1.3,26280,33020,43020,54360,64680,9.528866827722945,10.702817410686135,0.00010718844703429056,14690,44590,9.594990340370426,10.70528732392309,train_through_2022
2012,2013,49-9096,Riggers,converted_csv/oesm12nat/national_M2012_dl__national_dl.csv,49,49-90,14690,4.4,44590,1.4,26470,33020,42660,54160,64700,9.594990340370426,10.70528732392309,0.00011275040529510903,17330,44180,9.760252084449375,10.696050111394271,train_through_2022
2013,2014,49-9096,Riggers,converted_csv/oesm13nat/national_M2013_dl__national_dl.csv,49,49-90,17330,4.5,44180,1.4,26360,32300,42270,54110,63860,9.760252084449375,10.696050111394271,0.00013070475733639844,20350,46900,9.920885329712549,10.75579427616868,train_through_2022
2014,2015,49-9096,Riggers,converted_csv/oesm14nat/national_M2014_dl__national_dl.csv,49,49-90,20350,5.0,46900,3.9,26640,32360,41570,55280,70100,9.920885329712549,10.75579427616868,0.00015059779554428855,22790,47770,10.034121000171332,10.774174039805262,train_through_2022
2015,2016,49-9096,Riggers,converted_csv/oesm15nat/national_M2015_dl__national_dl.csv,49,49-90,22790,4.2,47770,3.0,26880,32700,43220,57390,73880,10.034121000171332,10.774174039805262,0.00016526865148104716,21020,49030,9.953277217038643,10.800208030113406,train_through_2022
2016,2017,49-9096,Riggers,converted_csv/oesm16nat/national_M2016_dl__national_dl.csv,49,49-90,21020,5.2,49030,2.1,27820,34440,45690,58990,74750,9.953277217038643,10.800208030113406,0.00014971515303246192,21000,50270,9.952325334619427,10.825183649068833,train_through_2022
2017,2018,49-9096,Riggers,converted_csv/oesm17nat/national_M2017_dl__national_dl.csv,49,49-90,21000,5.2,50270,1.4,28930,36460,48580,60980,75340,9.952325334619427,10.825183649068833,0.0001473176610725708,20970,51330,9.950895809931119,10.846050137149113,train_through_2022
2018,2019,49-9096,Riggers,converted_csv/oesm18nat/national_M2018_dl__national_dl.csv,49,49-90,20970,5.5,51330,1.4,29990,37420,50370,61810,75930,9.950895809931119,10.846050137149113,0.00014488926438953532,23000,52420,10.043292972227004,10.867062553383727,train_through_2022
2019,2020,49-9096,Riggers,converted_csv/oesm19nat/national_M2019_dl__national_M2019_dl.csv,49,49-90,23000,4.1,52420,1.1,32110,38210,50860,62030,77240,10.043292972227004,10.867062553383727,0.00015659737595904828,21700,53020,9.985113621416073,10.878443340472396,train_through_2022
2020,2021,49-9096,Riggers,converted_csv/oesm20nat/national_M2020_dl__national_M2020_dl.csv,49,49-90,21700,4.4,53020,1.2,32480,38680,50850,62960,78200,9.985113621416073,10.878443340472396,0.0001560064757784849,17980,52100,9.797070923831638,10.860939421415225,train_through_2022
2021,2022,49-9096,Riggers,converted_csv/oesm21nat/national_M2021_dl__national_M2021_dl.csv,49,49-90,17980,4.4,52100,1.6,30630,37820,48130,61090,76550,9.797070923831638,10.860939421415225,0.00012762130287722156,19260,58700,9.865837605084222,10.980212041446208,train_through_2022
2022,2023,49-9096,Riggers,converted_csv/oesm22nat/national_M2022_dl__national_M2022_dl.csv,49,49-90,19260,3.6,58700,1.0,35140,41500,54680,70910,85250,9.865837605084222,10.980212041446208,0.00013023654364384808,23870,62020,10.080419612045645,11.035228316355475,holdout_2023_2024
2023,2024,49-9096,Riggers,converted_csv/oesm23nat/national_M2023_dl__national_M2023_dl.csv,49,49-90,23870,3.8,62020,1.1,37420,45220,56220,75350,97080,10.080419612045645,11.035228316355475,0.0001571913184295066,24190,66600,10.093735942146068,11.106474871430772,holdout_2023_2024
2010,2011,49-9097,Signal and Track Switch Repairers,converted_csv/oesm10nat/national_M2010_dl__national_dl.csv,49,49-90,7400,5.2,51580,1.8,32220,44940,53230,60410,66580,8.909370405197466,10.850908666606845,5.822317351544283e-05,8300,54210,9.024131268455035,10.90063911886528,train_through_2022
2011,2012,49-9097,Signal and Track Switch Repairers,oesm11nat/national_M2011_dl.csv,49,49-90,8300,5.5,54210,2.0,37510,48150,54610,61940,72450,9.024131268455035,10.90063911886528,6.470284439160811e-05,8600,55390,9.059633754551479,10.922172404664506,train_through_2022
2012,2013,49-9097,Signal and Track Switch Repairers,converted_csv/oesm12nat/national_M2012_dl__national_dl.csv,49,49-90,8600,5.4,55390,1.9,38520,48890,55450,62990,73550,9.059633754551479,10.922172404664506,6.600772535996852e-05,7960,55810,8.982309899088579,10.929726261557809,train_through_2022
2013,2014,49-9097,Signal and Track Switch Repairers,converted_csv/oesm13nat/national_M2013_dl__national_dl.csv,49,49-90,7960,6.2,55810,2.1,39620,48800,55640,63520,73910,8.982309899088579,10.929726261557809,6.0035191482846605e-05,7880,59920,8.97221007835365,11.0007823069704,train_through_2022
2014,2015,49-9097,Signal and Track Switch Repairers,converted_csv/oesm14nat/national_M2014_dl__national_dl.csv,49,49-90,7880,6.0,59920,2.1,40700,50430,60640,71640,77800,8.97221007835365,11.0007823069704,5.831501861862377e-05,8190,62650,9.010791269515602,11.045334921888767,train_through_2022
2015,2016,49-9097,Signal and Track Switch Repairers,converted_csv/oesm15nat/national_M2015_dl__national_dl.csv,49,49-90,8190,5.4,62650,2.1,43070,52950,63840,74430,80590,9.010791269515602,11.045334921888767,5.9392288531363586e-05,8680,62710,9.068892008391808,11.046292149829952,train_through_2022
2016,2017,49-9097,Signal and Track Switch Repairers,converted_csv/oesm16nat/national_M2016_dl__national_dl.csv,49,49-90,8680,6.1,62710,2.5,36110,52060,65350,76270,82800,9.068892008391808,11.046292149829952,6.18233838402364e-05,8300,65750,9.024131268455035,11.093630159049829,train_through_2022
2017,2018,49-9097,Signal and Track Switch Repairers,converted_csv/oesm17nat/national_M2017_dl__national_dl.csv,49,49-90,8300,8.2,65750,2.1,36370,56190,68400,77140,87420,9.024131268455035,11.093630159049829,5.822555175725417e-05,7730,67800,8.952993499320474,11.124332223082254,train_through_2022
2018,2019,49-9097,Signal and Track Switch Repairers,converted_csv/oesm18nat/national_M2018_dl__national_dl.csv,49,49-90,7730,6.3,67800,2.2,36680,57530,70490,79170,91760,8.952993499320474,11.124332223082254,5.340934734053924e-05,6860,72690,8.833608482690892,11.193972859434542,train_through_2022
2019,2020,49-9097,Signal and Track Switch Repairers,converted_csv/oesm19nat/national_M2019_dl__national_M2019_dl.csv,49,49-90,6860,7.0,72690,1.3,51580,65500,73890,81640,94440,8.833608482690892,11.193972859434542,4.670686952517701e-05,7250,75970,8.888894669371593,11.238106967501329,train_through_2022
2020,2021,49-9097,Signal and Track Switch Repairers,converted_csv/oesm20nat/national_M2020_dl__national_M2020_dl.csv,49,49-90,7250,7.8,75970,2.7,47130,65270,76210,84390,96990,8.888894669371593,11.238106967501329,5.2121979234747256e-05,8090,74220,8.99850761180784,11.21480240798111,train_through_2022
2021,2022,49-9097,Signal and Track Switch Repairers,converted_csv/oesm21nat/national_M2021_dl__national_M2021_dl.csv,49,49-90,8090,1.6,74220,0.5,50560,63360,80570,80900,84170,8.99850761180784,11.21480240798111,5.742248833574652e-05,6880,77370,8.83651926920248,11.256367312366269,train_through_2022
2022,2023,49-9097,Signal and Track Switch Repairers,converted_csv/oesm22nat/national_M2022_dl__national_M2022_dl.csv,49,49-90,6880,0.7,77370,0.6,50020,68370,81300,86770,92900,8.83651926920248,11.256367312366269,4.652271133279724e-05,9200,81810,9.127067452782361,11.312166987877605,holdout_2023_2024
2023,2024,49-9097,Signal and Track Switch Repairers,converted_csv/oesm23nat/national_M2023_dl__national_M2023_dl.csv,49,49-90,9200,1.2,81810,0.6,61910,76760,82710,91050,95460,9.127067452782361,11.312166987877605,6.058483994769421e-05,8210,84940,9.01322999770879,11.349712176814208,holdout_2023_2024
2010,2011,49-9098,"Helpers--Installation, Maintenance, and Repair Workers",converted_csv/oesm10nat/national_M2010_dl__national_dl.csv,49,49-90,123220,1.4,26620,0.4,16900,19460,24260,31360,40060,11.721734770101286,10.189455656983572,0.0009694945189963332,122820,26580,11.718483289846661,10.187951953831922,train_through_2022
2011,2012,49-9098,"Helpers--Installation, Maintenance, and Repair Workers",oesm11nat/national_M2011_dl.csv,49,49-90,122820,1.5,26580,0.4,17180,19370,24060,31230,39700,11.718483289846661,10.187951953831922,0.0009574461865273867,124370,26780,11.731024313139704,10.195447959847472,train_through_2022
2012,2013,49-9098,"Helpers--Installation, Maintenance, and Repair Workers",converted_csv/oesm12nat/national_M2012_dl__national_dl.csv,49,49-90,124370,1.5,26780,0.5,17340,19530,24210,31320,40240,11.731024313139704,10.195447959847472,0.0009545791631417774,127820,27120,11.758386126675468,10.208063614530875,train_through_2022
2013,2014,49-9098,"Helpers--Installation, Maintenance, and Repair Workers",converted_csv/oesm13nat/national_M2013_dl__national_dl.csv,49,49-90,127820,1.5,27120,0.5,17520,19800,24500,31760,40690,11.758386126675468,10.208063614530875,0.0009640324340876197,126980,27720,11.751792747949377,10.229945527689226,train_through_2022
2014,2015,49-9098,"Helpers--Installation, Maintenance, and Repair Workers",converted_csv/oesm14nat/national_M2014_dl__national_dl.csv,49,49-90,126980,1.6,27720,0.5,17780,20290,25390,32740,41350,11.751792747949377,10.229945527689226,0.0009397006426640668,124220,28530,11.729817516314348,10.258746494416974,train_through_2022
2015,2016,49-9098,"Helpers--Installation, Maintenance, and Repair Workers",converted_csv/oesm15nat/national_M2015_dl__national_dl.csv,49,49-90,124220,1.5,28530,0.5,18320,20920,26400,33890,42620,11.729817516314348,10.258746494416974,0.0009008193017540885,118720,29370,11.684531481546326,10.287763071961688,train_through_2022
2016,2017,49-9098,"Helpers--Installation, Maintenance, and Repair Workers",converted_csv/oesm16nat/national_M2016_dl__national_dl.csv,49,49-90,118720,1.5,29370,0.4,18720,21800,27510,34990,43680,11.684531481546326,10.287763071961688,0.0008455843467180721,112080,30430,11.626977103169516,10.323217104657997,train_through_2022
